dataset,filename,HBOS,CBLOF,LOF,COPOD,PCC,AutoEncoder (AE),DenoisingAutoEncoder (DAE),RobustPCA,Random Black Forest (RR),Torsk,Avg Ens.
settings_five,synthetic_batch_350.out,0.127684,5.13811,1.120204,0.131313,0.29701,0.23259,0.240493,0.203018,0.185359,23.498991,31.174772
settings_five,synthetic_batch_351.out,0.126646,6.367778,1.124235,0.130562,0.307782,0.236816,0.238609,0.215897,0.181839,23.310564,32.240728000000004
settings_five,synthetic_batch_352.out,0.133203,4.851606,1.124391,0.133601,0.294902,0.232987,0.239436,0.210705,0.191822,23.790506,31.203159
settings_five,synthetic_batch_353.out,0.129483,4.670029,1.125179,0.129703,0.34496,0.237654,0.241077,0.215357,0.202695,24.118079,31.414216000000003
settings_five,synthetic_batch_354.out,0.129002,4.602004,1.157429,0.131929,0.314175,0.235036,0.248903,0.217898,0.194644,23.011504,30.242524
settings_five,synthetic_batch_355.out,0.144967,5.391422,1.137514,0.131996,0.306393,0.233671,0.373226,0.283146,0.184253,23.165754,31.352342
settings_five,synthetic_batch_356.out,0.127691,4.751938,1.146517,0.130627,0.305515,0.228514,0.26591,0.275015,0.181584,23.581917,30.995228
settings_five,synthetic_batch_357.out,0.1271,4.834767,1.125998,0.137738,0.296743,0.236556,0.264276,0.246799,0.181661,22.533583,29.985221
settings_five,synthetic_batch_358.out,0.129738,5.351572,1.132394,0.132011,0.339186,0.337995,0.588981,0.211082,0.181142,24.617059,33.02116
settings_five,synthetic_batch_359.out,0.128642,5.11915,1.130802,0.131329,0.287679,0.239637,0.379821,0.142641,0.182449,23.469222,31.211371999999997
settings_five,synthetic_batch_360.out,0.125648,4.819392,1.115937,0.132576,0.286901,0.233746,0.280522,0.137098,0.186766,25.747542,33.066128
settings_five,synthetic_batch_361.out,0.147995,4.94842,1.120781,0.131452,0.285605,0.237881,0.238024,0.216508,0.185952,22.905316,30.417934
settings_five,synthetic_batch_362.out,0.127956,4.336236,1.114038,0.132177,0.338989,0.239121,0.230452,0.212476,0.18178,21.641526,28.554751
settings_five,synthetic_batch_363.out,0.124896,4.963112,1.120519,0.132718,0.276643,0.230318,0.230835,0.172491,0.181148,21.055353,28.488033
settings_five,synthetic_batch_364.out,0.129054,5.018328,1.122137,0.133272,,,,,,,6.402791000000001
settings_five,synthetic_batch_365.out,0.126576,4.56915,1.109977,0.134784,0.290641,0.232104,0.229798,0.201054,0.180088,23.63679,30.710962000000002
settings_five,synthetic_batch_366.out,0.125775,4.915323,1.112845,0.133849,0.291038,0.233786,0.23274,0.190939,0.190658,21.783214,29.210167
settings_five,synthetic_batch_367.out,0.132255,5.362556,1.143056,0.132486,0.31347,0.235558,0.231464,0.233535,0.182228,23.250254,31.216862000000003
settings_five,synthetic_batch_368.out,0.132944,4.417911,1.117245,0.134427,0.311713,0.236902,0.233543,0.257524,0.187049,22.393289,29.422547
settings_five,synthetic_batch_369.out,0.131777,4.775897,1.106014,0.13147,0.290709,0.246769,0.239462,0.175454,0.180898,22.241956,29.520405999999998
settings_five,synthetic_batch_370.out,0.127497,4.889467,1.113816,0.141702,0.286581,0.257893,0.276474,0.190096,0.267866,23.041328,30.59272
settings_five,synthetic_batch_371.out,0.128468,5.843144,1.104875,0.136751,0.338395,0.279023,0.241758,0.199801,0.191575,22.347807,30.811597
settings_five,synthetic_batch_372.out,0.127601,4.917325,1.11401,0.143689,0.318348,0.269922,0.22974,0.20135,0.185203,23.405107,30.912295
settings_five,synthetic_batch_373.out,0.126853,4.58157,1.123406,0.136291,0.304737,0.268224,0.232357,0.279035,0.183169,23.208242,30.443883999999997
settings_five,synthetic_batch_374.out,0.126403,4.921286,1.122262,0.138168,0.310135,0.229659,0.234499,0.20573,0.182859,25.763157,33.234158
settings_five,synthetic_batch_375.out,0.13312,5.124029,1.119966,0.13603,0.356518,0.234869,0.237952,0.218552,0.181605,24.278792,32.021433
settings_five,synthetic_batch_376.out,0.126289,4.275424,1.156768,0.130033,0.36017,0.231503,0.237891,0.167918,0.183073,21.252011,28.12108
settings_five,synthetic_batch_377.out,0.12595,4.548158,1.118644,0.129961,0.35281,0.243229,0.242255,0.20126,0.186583,24.640128,31.788978
settings_five,synthetic_batch_378.out,0.123008,4.610042,1.152163,0.132526,0.349868,0.276303,0.230936,0.201448,0.183639,23.625688,30.885621
settings_five,synthetic_batch_379.out,0.135156,4.492029,1.126338,0.145685,0.333012,0.253765,0.255925,0.236883,0.180977,22.780797,29.940567
settings_five,synthetic_batch_380.out,0.126445,5.256556,1.109478,0.144812,0.366365,0.230169,0.23444,0.254868,0.194125,23.978714,31.895972
settings_five,synthetic_batch_381.out,0.121094,4.191283,1.120579,0.133687,0.301017,0.236323,0.250994,0.204989,0.196312,23.83281,30.589088
settings_five,synthetic_batch_382.out,0.120229,4.365369,1.128447,0.130987,0.29483,0.238852,0.263029,0.1941,0.187553,23.350848,30.274244
settings_five,synthetic_batch_383.out,0.125807,4.343733,1.12007,0.131889,0.285242,0.234081,0.234138,0.225882,0.186848,22.027627,28.915316999999998
settings_five,synthetic_batch_384.out,0.124877,5.858448,1.128943,0.131844,0.287898,0.23079,0.227228,0.272474,0.182292,22.658249,31.103043
settings_five,synthetic_batch_385.out,0.120902,4.705473,1.115184,0.130806,0.275672,0.236647,0.272871,0.178536,0.185473,23.786476,31.00804
settings_five,synthetic_batch_386.out,0.119592,4.941394,1.122223,0.13245,0.312232,0.2312,0.274399,0.231689,0.18311,22.688065,30.236354000000002
settings_five,synthetic_batch_387.out,0.119732,5.163649,1.144124,0.130632,0.314252,0.236676,0.265653,0.218354,0.185983,23.84069,31.619744999999998
settings_five,synthetic_batch_388.out,0.122085,5.265744,1.152177,0.13017,0.29829,0.235129,0.250886,0.168781,0.184706,24.575792,32.38376
settings_five,synthetic_batch_389.out,0.121447,5.010412,1.148327,0.130528,0.369235,0.233394,0.231596,0.196677,0.186457,23.467565,31.095638
settings_five,synthetic_batch_390.out,0.122548,5.274193,1.119298,0.132152,0.38183,0.234891,0.22877,0.268208,0.183971,24.779642,32.725503
settings_five,synthetic_batch_391.out,0.121498,5.022227,1.119018,0.132172,0.309776,0.237872,0.26873,0.189949,0.181753,24.311253,31.894248
settings_five,synthetic_batch_392.out,0.119969,4.526755,1.13256,0.131956,0.337284,0.237372,0.319035,0.164149,0.183601,25.582884,32.735565
settings_five,synthetic_batch_393.out,0.120335,4.836083,1.125464,0.135197,0.322595,0.235637,0.318743,0.169308,0.189629,22.982161,30.435152000000002
settings_five,synthetic_batch_394.out,0.12526,4.85468,1.119847,0.130449,0.336405,0.232911,0.233853,0.181262,0.183223,24.012012,31.409902
settings_five,synthetic_batch_395.out,0.131957,4.824269,1.119615,0.13521,0.352826,0.232586,0.252379,0.168644,0.190125,21.941521,29.349132
settings_five,synthetic_batch_396.out,0.126384,4.941048,1.138209,0.134392,0.275354,0.23225,0.234272,0.196206,0.182331,22.669713,30.130159
settings_five,synthetic_batch_397.out,0.12712,4.518085,1.136535,0.13039,0.261442,0.23122,0.230104,0.272459,0.180087,24.362653,31.450095
settings_five,synthetic_batch_398.out,0.128006,4.43132,1.129364,0.130511,0.304372,0.239698,0.241545,0.233647,0.18691,22.646805,29.672178000000002
settings_five,synthetic_batch_399.out,0.128631,5.276089,1.125249,0.133157,0.298859,0.231225,0.242371,0.218747,0.180853,23.018041,30.853222000000002
settings_five,synthetic_batch_400.out,0.126567,4.742227,1.144693,0.132274,0.29017,0.25079,0.237149,0.198376,0.182509,25.37445,32.679204999999996
settings_five,synthetic_batch_401.out,0.129014,5.344626,1.123925,0.132239,0.292076,0.233342,0.230625,0.186949,0.182752,24.336087,32.191635
settings_five,synthetic_batch_402.out,0.128579,5.279232,1.117301,0.134639,,,,,,,6.659751000000001
settings_five,synthetic_batch_403.out,0.13377,4.723552,1.128783,0.138842,0.313057,0.233474,0.250977,0.190234,0.185374,24.212436,31.510499
settings_five,synthetic_batch_404.out,0.125175,4.970099,1.119635,0.134397,0.298083,0.233872,0.267904,0.21591,0.182096,21.993612,29.540782999999998
settings_five,synthetic_batch_405.out,0.1292,5.287018,1.122464,0.132161,0.315672,0.233463,0.247822,0.235255,0.183766,24.385453,32.272273999999996
settings_five,synthetic_batch_406.out,0.132034,4.404351,1.131605,0.131483,0.300161,0.229216,0.229332,0.255181,0.183226,25.32295,32.319539
settings_five,synthetic_batch_407.out,0.125278,5.919333,1.16311,0.130794,0.330225,0.230831,0.235898,0.210399,0.18466,23.0017,31.532227999999996
settings_five,synthetic_batch_408.out,0.128455,4.91512,1.128785,0.130821,0.291414,0.230861,0.231492,0.209227,0.181318,24.36213,31.809623000000002
settings_five,synthetic_batch_409.out,0.120597,5.156904,1.116108,0.13119,0.288188,0.23208,0.231966,0.249849,0.197887,24.154821,31.879589999999997
settings_five,synthetic_batch_410.out,0.12529,4.939604,1.113876,0.135852,0.294616,0.238693,0.229069,0.206535,0.187765,23.400122,30.871422
settings_five,synthetic_batch_411.out,0.128353,5.027072,1.151888,0.132373,0.326615,0.245562,0.24146,0.195167,0.18644,22.031345,29.666275000000002
settings_five,synthetic_batch_412.out,0.125316,5.390689,1.127029,0.135645,0.298725,0.249136,0.254288,0.162623,0.182974,21.803004,29.729429000000003
settings_five,synthetic_batch_413.out,0.121086,6.022643,1.123112,0.129558,0.293385,0.233133,0.246753,0.220095,0.185217,22.932397,31.507379
settings_five,synthetic_batch_414.out,0.121817,5.029399,1.130573,0.129755,0.289262,0.244966,0.259307,0.17789,0.184182,24.408621,31.975772
settings_five,synthetic_batch_415.out,0.121874,4.776533,1.13819,0.131283,0.290151,0.242016,0.232299,0.203484,0.184534,22.645673,29.966037
settings_five,synthetic_batch_416.out,0.126011,5.432529,1.124599,0.131461,0.275503,0.231896,0.228193,0.225715,0.184931,24.393734,32.354572
settings_five,synthetic_batch_417.out,0.132506,4.345366,1.131741,0.131383,0.303327,0.231967,0.229301,0.226953,0.184803,23.104512,30.021859
settings_five,synthetic_batch_418.out,0.136859,4.711661,1.139263,0.133277,0.286912,0.233262,0.317773,0.277698,0.18224,23.122868,30.541813
settings_five,synthetic_batch_419.out,0.127808,5.205766,1.129519,0.134083,0.266532,0.232334,0.238322,0.260755,0.185904,24.58151,32.362533
settings_five,synthetic_batch_420.out,0.130934,5.118389,1.131537,0.134024,0.288328,0.230707,0.238665,0.163451,0.183492,23.666656,31.286183
settings_five,synthetic_batch_421.out,0.128046,4.917028,1.129587,0.134168,0.316782,0.237208,0.231833,0.208554,0.189619,24.690295,32.18312
settings_five,synthetic_batch_422.out,0.127896,4.847939,1.155705,0.133967,0.349698,0.232498,0.234907,0.175743,0.190193,24.000182,31.448728
settings_five,synthetic_batch_423.out,0.128144,5.385898,1.116115,0.133853,0.292932,0.229755,0.235212,0.228832,0.188903,22.464716,30.404359999999997
settings_five,synthetic_batch_424.out,0.128102,4.939163,1.113123,0.132276,0.310564,0.230413,0.23744,0.200615,0.183387,24.421038,31.896121
settings_five,synthetic_batch_425.out,0.127474,4.771406,1.133572,0.132005,0.320705,0.233117,0.230498,0.222158,0.183339,23.501219,30.855493
settings_five,synthetic_batch_426.out,0.142795,5.131402,1.124367,0.134163,0.293742,0.233457,0.240871,0.183712,0.190379,24.569335,32.244223
settings_five,synthetic_batch_427.out,0.147522,4.49274,1.123647,0.130469,0.305497,0.239001,0.22969,0.1879,0.188933,22.539016,29.584415
settings_five,synthetic_batch_428.out,0.129763,4.670728,1.157771,0.130217,0.27637,0.23429,0.235604,0.275445,0.18758,24.416898,31.714666
settings_five,synthetic_batch_429.out,0.125557,4.757693,1.1237,0.129682,0.283738,0.231381,0.231408,0.239425,0.183393,24.14867,31.454646999999998
settings_five,synthetic_batch_430.out,0.133137,4.287677,1.115362,0.13057,0.298585,0.232632,0.230054,0.182037,0.182916,23.90477,30.69774
settings_five,synthetic_batch_431.out,0.128911,4.497741,1.122303,0.132577,0.280862,0.231478,0.235798,0.177654,0.184987,23.649997,30.642308
settings_five,synthetic_batch_432.out,0.142085,4.760751,1.143682,0.133578,0.293855,0.232417,0.256849,0.213632,0.181317,24.370365,31.728531
settings_five,synthetic_batch_433.out,0.127043,4.952305,1.207098,0.13373,0.292084,0.240138,0.266054,0.223926,0.186248,24.283402,31.912028
settings_five,synthetic_batch_434.out,0.128684,5.02174,1.230468,0.131757,0.288577,0.234345,0.256142,0.253346,0.186315,23.036439,30.767813000000004
settings_five,synthetic_batch_435.out,0.126,4.730461,1.913658,0.131081,0.295977,0.237395,0.234102,0.17956,0.190938,22.95101,30.990181999999997
settings_five,synthetic_batch_436.out,0.138384,6.051197,1.161704,0.131321,0.284253,0.255386,0.22912,0.205832,0.182822,25.666227,34.306246
settings_five,synthetic_batch_437.out,0.125733,4.967092,1.143515,0.130759,0.298209,0.238588,0.242136,0.169734,0.18584,22.843973,30.345578999999997
settings_five,synthetic_batch_438.out,0.126731,4.93464,1.236453,0.129853,0.249132,0.234839,0.241108,0.152498,0.19479,21.556965,29.057009
settings_five,synthetic_batch_439.out,0.125795,5.086027,1.133282,0.130581,0.339514,0.237979,0.230627,0.185606,0.183677,24.373265,32.026353
settings_five,synthetic_batch_440.out,0.123147,5.010837,1.118214,0.130839,0.298837,0.232424,0.234074,0.233571,0.183137,21.242801,28.807881000000002
settings_five,synthetic_batch_441.out,0.123588,4.416804,1.141428,0.130201,0.314612,0.233304,0.244522,0.226851,0.186781,22.860879,29.878970000000002
settings_five,synthetic_batch_442.out,0.13128,4.789957,1.422519,0.131923,0.31249,0.232162,0.232228,0.199956,0.180647,23.003364,30.636526000000003
settings_five,synthetic_batch_443.out,0.124251,5.21165,1.131659,0.131125,0.262893,0.237012,0.233668,0.213867,0.185793,21.689369,29.421287
settings_five,synthetic_batch_444.out,0.124299,4.22667,1.146347,0.132934,0.282392,0.236387,0.233064,0.158328,0.182279,23.480486,30.203186
settings_five,synthetic_batch_445.out,0.122419,4.929476,1.198501,0.131151,0.306883,0.232158,0.242478,0.220173,0.183937,23.142189,30.709365
settings_five,synthetic_batch_446.out,0.120513,4.996708,1.127669,0.130641,0.289471,0.235009,0.231792,0.259147,0.182202,22.207262,29.780414
settings_five,synthetic_batch_447.out,0.121278,4.757143,2.289723,0.129953,0.285627,0.233417,0.233595,0.205876,0.18569,25.172735,33.615037
settings_five,synthetic_batch_448.out,0.122634,5.003259,1.955221,0.135823,,,,,,,7.216937
settings_five,synthetic_batch_449.out,0.1237,4.887293,2.031638,0.135007,0.300962,0.234898,0.235,0.173118,0.18198,22.740081,31.043677
settings_five,synthetic_batch_450.out,0.122415,5.202501,2.067016,0.131235,0.277998,0.23561,0.244788,0.195072,0.186135,25.51044,34.17321
settings_five,synthetic_batch_451.out,0.125984,5.276427,1.268654,0.13242,0.274513,0.237106,0.266259,0.171532,0.183285,23.986013,31.922193
settings_five,synthetic_batch_452.out,0.12154,5.43199,1.219375,0.130378,0.281087,0.245553,0.242604,0.192029,0.181994,24.331568,32.378118
settings_five,synthetic_batch_453.out,0.122098,4.85841,1.360691,0.13131,0.278161,0.232955,0.262751,0.2675,0.180979,25.885012,33.579867
settings_five,synthetic_batch_454.out,0.12108,4.842115,1.357028,0.134317,0.311813,0.231991,0.262828,0.237948,0.183928,23.602717,31.285764999999998
settings_five,synthetic_batch_455.out,0.120678,4.634423,1.23954,0.130568,0.298058,0.233647,0.259837,0.183591,0.185781,23.657067,30.94319
settings_five,synthetic_batch_456.out,0.121956,5.13607,1.166235,0.136776,0.276952,0.232912,0.236859,0.159736,0.18278,21.181311,28.831587
settings_five,synthetic_batch_457.out,0.121619,5.333902,1.129564,0.130771,0.290614,0.239713,0.239368,0.208865,0.186434,22.07324,29.95409
settings_five,synthetic_batch_458.out,0.12124,4.457969,1.119361,0.131826,0.297395,0.232608,0.259529,0.169753,0.18421,21.409909,28.3838
settings_five,synthetic_batch_459.out,0.121543,4.593998,1.181212,0.1369,0.296738,0.242532,0.251332,0.172097,0.227499,22.54061,29.764461
settings_five,synthetic_batch_460.out,0.121081,5.022125,1.135515,0.132589,0.307074,0.239864,0.239671,0.204005,0.186736,25.709675,33.298335
settings_five,synthetic_batch_461.out,0.122113,5.131126,1.176894,0.131205,0.304956,0.233867,0.261495,0.168637,0.184846,21.963811,29.67895
settings_five,synthetic_batch_462.out,0.120946,4.236677,1.150409,0.131689,0.307336,0.234365,0.2461,0.213127,0.186742,23.5134,30.340791
settings_five,synthetic_batch_463.out,0.121429,4.521255,1.11857,0.131358,0.354089,0.234225,0.232587,0.16777,0.182441,22.292892,29.356616
settings_five,synthetic_batch_464.out,0.12141,4.600258,1.109872,0.132278,0.322716,0.236787,0.269717,0.252374,0.184297,22.217764,29.447473
settings_five,synthetic_batch_465.out,0.121231,5.161323,1.130544,0.134026,0.278356,0.234187,0.288473,0.207703,0.189745,23.651902,31.39749
settings_five,synthetic_batch_466.out,0.122799,5.431811,1.124778,0.132152,0.291358,0.235736,0.259159,0.211476,0.188288,24.481619,32.479175999999995
settings_five,synthetic_batch_467.out,0.128731,5.179386,1.143742,0.130748,0.2673,0.231165,0.267091,0.181101,0.187515,22.328523,30.045302
settings_five,synthetic_batch_468.out,0.124064,4.446139,1.189065,0.133296,0.303921,0.23409,0.236762,0.211133,0.185985,23.611926,30.676381
settings_five,synthetic_batch_469.out,0.122706,4.706861,1.139883,0.131027,0.303097,0.242715,0.265401,0.166233,0.18545,22.428754,29.692127
settings_five,synthetic_batch_470.out,0.123004,4.837999,1.153379,0.131643,0.273927,0.233556,0.253706,0.203571,0.182509,23.421775,30.815069
settings_five,synthetic_batch_471.out,0.120857,4.978154,1.132555,0.130698,0.297617,0.239252,0.23793,0.21862,0.18732,23.501202,31.044204999999998
settings_five,synthetic_batch_472.out,0.121579,4.957475,1.441738,0.135419,0.28039,0.236743,0.234977,0.21496,0.185078,23.565235,31.373594
settings_five,synthetic_batch_473.out,0.119924,4.744801,1.116924,0.131447,0.238223,0.232788,0.235023,0.201193,0.181255,22.948074,30.149652
settings_five,synthetic_batch_474.out,0.120777,5.440657,1.301001,0.130751,0.323893,0.234828,0.236389,0.184113,0.189951,25.132171,33.294531
settings_five,synthetic_batch_475.out,0.138282,4.951958,1.197286,0.131075,0.311029,0.233639,0.236449,0.241925,0.184015,23.982882,31.60854
settings_five,synthetic_batch_476.out,0.127541,5.465981,1.179932,0.13435,0.298839,0.23778,0.238783,0.202115,0.187534,24.096712,32.169567
settings_five,synthetic_batch_477.out,0.122763,5.460374,1.147904,0.133713,0.294687,0.235537,0.244243,0.142617,0.188143,21.067097,29.037078
settings_five,synthetic_batch_478.out,0.122189,3.896123,1.310448,0.130503,0.303996,0.23139,0.238696,0.304925,0.185788,24.411612,31.13567
settings_five,synthetic_batch_479.out,0.120964,4.749593,1.267607,0.134872,0.320081,0.233083,0.236581,0.2144,0.18283,23.378578,30.838589
settings_five,synthetic_batch_480.out,0.122675,5.320958,1.242589,0.129837,0.307777,0.2397,0.231777,0.156845,0.181997,20.447772,28.381927
settings_five,synthetic_batch_481.out,0.126788,4.761187,1.173622,0.129607,0.283788,0.238945,0.236717,0.171878,0.183237,24.117994,31.423763
settings_five,synthetic_batch_482.out,0.121895,6.553459,1.124307,0.130595,0.2872,0.230304,0.234509,0.169193,0.186899,21.186744,30.225105
settings_five,synthetic_batch_483.out,0.120436,5.330427,1.127258,0.1316,0.293196,0.230992,0.233464,0.135191,0.188269,22.541123,30.331955999999998
settings_five,synthetic_batch_484.out,0.122217,5.248186,1.158743,0.133078,0.286135,0.231398,0.241979,0.183407,0.190679,23.342477,31.138299
settings_five,synthetic_batch_485.out,0.120537,5.397316,1.407126,0.129753,0.320945,0.234161,0.254849,0.177676,0.182758,23.495304,31.720425
settings_five,synthetic_batch_486.out,0.120129,4.817265,1.158067,0.13014,0.287472,0.235622,0.230216,0.282426,0.182175,23.295605,30.739117
settings_five,synthetic_batch_487.out,0.136722,5.333493,1.118901,0.131386,0.284332,0.240199,0.228729,0.181044,0.181136,24.861281,32.697223
settings_five,synthetic_batch_488.out,0.121539,5.826117,1.109245,0.132876,0.276031,0.234213,0.236573,0.162565,0.186139,22.719635,31.004933
settings_five,synthetic_batch_489.out,0.121874,4.83998,1.106006,0.130937,0.285429,0.231855,0.236076,0.187743,0.181776,23.074779,30.396455
settings_five,synthetic_batch_490.out,0.119853,4.801276,1.645523,0.1309,0.290826,0.232534,0.230351,0.147837,0.183726,23.181126,30.963952
settings_five,synthetic_batch_491.out,0.120872,3.993898,1.284834,0.133486,0.291566,0.233707,0.232094,0.140871,0.189334,22.993055,29.613716999999998
settings_five,synthetic_batch_492.out,0.124218,4.781691,1.116486,0.140876,,,,,,,6.163271
settings_five,synthetic_batch_493.out,0.122659,4.58233,1.106486,0.13119,0.286634,0.234122,0.233104,0.13967,0.183376,24.070257,31.089828
settings_five,synthetic_batch_494.out,0.122916,5.218257,1.133384,0.129626,0.313907,0.241163,0.232033,0.194319,0.184258,23.009273,30.779136
settings_five,synthetic_batch_495.out,0.124562,5.061035,1.125309,0.131084,0.295325,0.239516,0.238969,0.181338,0.191685,22.304912,29.893735000000003
settings_five,synthetic_batch_496.out,0.124895,4.727028,1.105866,0.132716,0.335431,0.234263,0.231375,0.215576,0.183585,21.846059,29.136794000000002
settings_five,synthetic_batch_497.out,0.121875,4.377276,1.159674,0.131016,0.306131,0.232406,0.229241,0.312945,0.181946,23.37624,30.42875
settings_five,synthetic_batch_498.out,0.12044,4.60722,1.145079,0.131598,0.300804,0.233289,0.228884,0.288137,0.178823,24.687824,31.922098
settings_five,synthetic_batch_499.out,0.120653,4.697517,1.110585,0.136574,0.284357,0.231718,0.235377,0.167544,0.184353,21.734809,28.903487
settings_five,synthetic_batch_500.out,0.120891,5.980669,1.127841,0.135383,0.296589,0.239473,0.232544,0.275093,0.188771,25.753534,34.350787999999994
settings_five,synthetic_batch_501.out,0.123381,5.160108,1.126874,0.131032,0.311927,0.23349,0.229899,0.166003,0.182379,22.413177,30.078270000000003
settings_five,synthetic_batch_502.out,0.12121,4.687531,1.138899,0.130964,0.297595,0.234612,0.230801,0.271133,0.182031,23.636793,30.931569
settings_five,synthetic_batch_503.out,0.120475,4.864954,1.129843,0.130428,0.283683,0.24635,0.235412,0.164141,0.183969,25.496716,32.855971
settings_five,synthetic_batch_504.out,0.121277,5.041951,1.13618,0.132081,0.289143,0.247079,0.231266,0.184636,0.182113,23.351574,30.9173
settings_five,synthetic_batch_505.out,0.121123,5.023088,1.120062,0.130934,0.272894,0.235245,0.230572,0.275448,0.214653,25.115319,32.739338000000004
settings_five,synthetic_batch_506.out,0.121189,5.224504,1.158345,0.130413,0.31264,0.23377,0.229834,0.205776,0.18201,24.422251,32.220732
settings_five,synthetic_batch_507.out,0.123216,4.878091,1.117174,0.131916,0.307571,0.239385,0.23566,0.217566,0.182622,24.038193,31.471394
settings_five,synthetic_batch_508.out,0.126984,4.399396,1.133376,0.12958,0.29346,0.232555,0.23447,0.248468,0.187506,28.697929,35.683724
settings_five,synthetic_batch_509.out,0.122663,5.202963,1.119076,0.129918,0.307698,0.231488,0.231495,0.174605,0.184642,22.885101,30.589648999999998
settings_five,synthetic_batch_510.out,0.121433,4.865247,1.125527,0.133866,0.296139,0.232472,0.229957,0.190648,0.185092,24.164368,31.544749
settings_five,synthetic_batch_511.out,0.121025,5.387469,1.110194,0.130164,0.281602,0.233401,0.242965,0.190756,0.18642,22.998766,30.882762
settings_five,synthetic_batch_512.out,0.120876,5.243499,1.132583,0.132474,0.277224,0.2363,0.234478,0.156841,0.183526,26.459832,34.177633
settings_five,synthetic_batch_513.out,0.120051,4.963081,1.105559,0.133877,0.30762,0.232044,0.24121,0.175935,0.191689,22.295594,29.76666
settings_five,synthetic_batch_514.out,0.121001,4.858266,1.127332,0.132517,0.295347,0.240207,0.268086,0.206437,0.208731,22.452556,29.91048
settings_five,synthetic_batch_515.out,0.121567,5.146243,1.109132,0.13318,0.324369,0.235201,0.257855,0.223987,0.192627,25.152441,32.896602
settings_five,synthetic_batch_516.out,0.126133,5.177713,1.10927,0.131242,0.301933,0.233292,0.25996,0.18323,0.195097,24.413187,32.131057
settings_five,synthetic_batch_517.out,0.123008,4.996149,1.132655,0.130457,0.294476,0.232335,0.248461,0.179172,0.195137,22.788924,30.320774
settings_five,synthetic_batch_518.out,0.121187,4.585016,1.111,0.130781,0.293818,0.234923,0.235665,0.186806,0.202964,23.158578,30.260737999999996
settings_five,synthetic_batch_519.out,0.122089,4.617695,1.137334,0.129988,0.286875,0.234201,0.232965,0.164837,0.183827,23.43172,30.541531
settings_five,synthetic_batch_520.out,0.121771,5.195112,1.118558,0.132243,0.294125,0.234822,0.235432,0.197137,0.186248,23.138135,30.853582999999997
settings_five,synthetic_batch_521.out,0.121481,4.808198,1.139318,0.130818,0.274424,0.247448,0.230954,0.186982,0.188875,23.588736,30.917234
settings_five,synthetic_batch_522.out,0.125098,4.615613,1.125221,0.130768,0.312462,0.233232,0.234858,0.256245,0.184704,23.146863,30.365064
settings_five,synthetic_batch_523.out,0.127789,5.808113,1.1163,0.134207,0.287911,0.234396,0.231187,0.261262,0.216984,23.459102,31.877251
settings_five,synthetic_batch_524.out,0.122429,5.85652,1.11602,0.133567,0.276292,0.232218,0.239994,0.185409,0.192595,22.392335,30.747379000000002
